,seccion,titulo,url,cmp,idx,dominio,crawl_day
73,canariasahora,"La idea de una tasa turística se reaviva en Canarias, con tareas pendientes para avanzar hacia un destino sostenible",https://www.eldiario.es/canariasahora/turismo/idea-tasa-turistica-reaviva-canarias-tareas-pendientes-avanzar-destino-sostenible-ecotasa-debate_1_9564576.html,edicion-local,11,www.eldiario.es,2022-10-03
74,madrid,Clara del Rey arranca talleres en la diáspora mientras el Ayuntamiento de Madrid acelera obras en el Museo ABC,https://www.eldiario.es/madrid/somos/malasana/clara-rey-arranca-talleres-diaspora-ayuntamiento-madrid-acelera-obras-museo-abc_1_9582813.html,edicion-local,0,www.eldiario.es,2022-10-03
75,internacional,Lula da Silva vence a Bolsonaro en las elecciones de Brasil pero tendrán que enfrentarse en segunda vuelta,https://www.eldiario.es/internacional/lula-da-silva-impone-bolsonaro-elecciones-brasil-buscara-presidencia-segunda-vuelta_1_9589235.html,Apertura,0,www.eldiario.es,2022-10-03
76,politica,El choque del PSOE con sus socios por los desalojos exprés amenaza la ley de vivienda,https://www.eldiario.es/politica/choque-psoe-socios-desalojos-expres-amenaza-ley-vivienda_1_9585607.html,Apertura,3,www.eldiario.es,2022-10-03
77,economia,Por qué el BCE es prisionero de su objetivo del 2% de inflación,https://www.eldiario.es/economia/bce-prisionero-objetivo-2-inflacion_1_9584553.html,Apertura,6,www.eldiario.es,2022-10-03
78,sociedad,La fiebre por cazar codornices en España acaba en inundación de aves invasoras,https://www.eldiario.es/sociedad/fiebre-cazar-codornices-espana-acaba-inundacion-aves-invasoras_1_9575725.html,Apertura,9,www.eldiario.es,2022-10-03
79,sociedad,Condenado un cura y su hermano a seis años de prisión por abusar de un joven con discapacidad,https://www.eldiario.es/sociedad/condenado-cura-hermano-seis-anos-prision-abusar-joven-discapacidad_1_9580228.html,Poti,0,www.eldiario.es,2022-10-03
80,politica,Los ocho de Arrimadas: el núcleo de confianza de la líder que intenta salvar Ciudadanos,https://www.eldiario.es/politica/ocho-arrimadas-nucleo-confianza-lider-salvar-ciudadanos_1_9294213.html,Poti,2,www.eldiario.es,2022-10-03
81,illes-balears,La sombra del balconing es alargada en Mallorca,https://www.eldiario.es/illes-balears/economia/sombra-balconing-alargada-mallorca_1_9580200.html,Poti,4,www.eldiario.es,2022-10-03
82,madrid,El retratista a bajo coste de políticos que quieren ser reyes,https://www.eldiario.es/madrid/retratista-coste-politicos-quieren-reyes_1_9585050.html,Poti,6,www.eldiario.es,2022-10-03
83,blog, Impuestos: claves para seguir el debate,https://www.eldiario.es/blog/al-dia/podcast-impuestos-claves-basicas-seguir-debate_132_9588114.html,Poti,12,www.eldiario.es,2022-10-03
84,sociedad,La presunta caja B de la Complutense llega a juicio con una petición de seis años de cárcel al exgerente de la Universidad,https://www.eldiario.es/sociedad/presunta-caja-b-complutense-llega-juicio-peticion-seis-anos-carcel-exgerente-universidad_1_9585246.html,Poti,14,www.eldiario.es,2022-10-03
85,internacional,Los tártaros de Crimea denuncian en el reclutamiento masivo de Putin como “una manera de deshacerse” de ellos,https://www.eldiario.es/internacional/theguardian/tartaros-crimea-denuncian-reclutamiento-masivo-putin-manera-deshacerse_1_9571675.html,Poti,16,www.eldiario.es,2022-10-03
86,internacional,Diecisiete niños entre el centenar de fallecidos en la tragedia del fútbol de Indonesia,https://www.eldiario.es/internacional/diecisiete-ninos-centenar-fallecidos-disturbios-partido-futbol-indonesia_1_9589482.html,Poti,18,www.eldiario.es,2022-10-03
87,economia,La escasez de fertilizantes por el cierre de fábricas amenaza las cosechas,https://www.eldiario.es/economia/escasez-fertilizantes-cierre-fabricas-amenaza-proximas-cosechas_1_9584735.html,Poti,20,www.eldiario.es,2022-10-03
88,cultura,“Es importante que los artistas homosexuales lo digamos para que no nos miren como al demonio”,https://www.eldiario.es/cultura/javiera-mena-importante-artistas-homosexuales-digamos-no-miren-demonio-eurovision-benidormfest_1_9583811.html,Poti,22,www.eldiario.es,2022-10-03
89,tecnologia,Israel usa a los palestinos para vender su tecnología espía y militar como “probada en combate”,https://www.eldiario.es/tecnologia/israel-palestinos-vender-tecnologia-espia-militar-probada-combate_1_9582932.html,Poti,24,www.eldiario.es,2022-10-03
90,opinion,Error judicial,https://www.eldiario.es/opinion/error-judicial_131_9589113.html,Cinturon1,0,www.eldiario.es,2022-10-03
91,cultura,"Amanda Gorman, cuando una poeta tiene la fuerza de eclipsar a un presidente",https://www.eldiario.es/cultura/libros/amanda-gorman-poeta-fuerza-eclipsar-presidente_1_9585344.html,Cinturon1,2,www.eldiario.es,2022-10-03
92,comunitat-valenciana,El artífice de la demanda colectiva por la anulación del festival Diversity: “Gasté 350 euros en dos entradas”,https://www.eldiario.es/comunitat-valenciana/artifice-demanda-colectiva-anulacion-festival-diversity-gaste-350-euros-entradas_1_9584994.html,Cinturon1,4,www.eldiario.es,2022-10-03
93,consumoclaro,Ortorexia: cuando el deseo de comer sano se convierte en un trastorno,https://www.eldiario.es/consumoclaro/cuidarse/ortorexia-deseo-comer-sano-convierte-trastorno_1_9581025.html,Cinturon1,6,www.eldiario.es,2022-10-03
94,internacional,"Apurar las verduras para sobrevivir en Turquía, el país con un 80% de inflación",https://www.eldiario.es/internacional/apurar-verduras-sobrevivir-turquia-pais-inflacion-80_1_9560251.html,Potito,0,www.eldiario.es,2022-10-03
95,politica,Prohibir a maltratadores ser abogados de víctimas de violencia machista: una norma “cabal” pero “de aplicación difícil”,https://www.eldiario.es/politica/prohibir-maltratadores-abogados-victimas-violencia-machista-norma-cabal-aplicacion-dificil_1_9580040.html,Potito,2,www.eldiario.es,2022-10-03
96,andalucia,Moreno pide al Gobierno mil millones de euros para combatir la sequía tras renunciar a 900 millones en impuestos propios,https://www.eldiario.es/andalucia/moreno-pide-gobierno-mil-millones-euros-combatir-sequia-renunciar-900-millones-impuestos-propios_1_9588510.html,Potito,4,www.eldiario.es,2022-10-03
97,castilla-y-leon,Castilla y León 'cuela' la liberalización de las tragaperras en su ley de impuestos ante “la falta de demanda” de máquinas,https://www.eldiario.es/castilla-y-leon/politica/castilla-leon-cuela-liberalizacion-tragaperras-ley-impuestos-falta-demanda-maquinas_1_9583865.html,Politica,2,www.eldiario.es,2022-10-03
98,murcia,Con la ILP del Mar Menor existe “otra vara de medir” para llevar a los tribunales la desprotección del ecosistema,https://www.eldiario.es/murcia/medio_ambiente/ilp-mar-menor-existe-vara-medir-llevar-tribunales-desproteccion-ecosistema_1_9569905.html,Sociedad,0,www.eldiario.es,2022-10-03
99,andalucia,Los agricultores que respaldaron al PP presionan para que presente la ley que legaliza regadíos en Doñana,https://www.eldiario.es/andalucia/sostenibilidad/agricultores-respaldaron-pp-presionan-presente-urgencia-ley-legaliza-regadios-donana_1_9575988.html,Sociedad,3,www.eldiario.es,2022-10-03
100,,"¿Conoces el 'reboxing'? Si te obsesiona el orden, esto te interesa",https://www.eldiario.es/edcreativo/reciclandoadiario/reciclar-si-vivo-sitio-pequeno_1_9301637.html,elDiariobrands,1,www.eldiario.es,2022-10-03
101,,La Feria Internacional del Libro abre nuevas fronteras a la producción editorial española en su 40 aniversario,https://www.eldiario.es/edcreativo/40-anos-lanzando-produccion-editorial-espanola-mundo-exporta-talento-literario_1_9572139.html,elDiariobrands,3,www.eldiario.es,2022-10-03
102,internacional,"El exprimer ministro Boiko Borisov gana las elecciones en Bulgaria, según el recuento parcial",https://www.eldiario.es/internacional/exprimer-ministro-boiko-borisov-gana-elecciones-bulgaria-recuento-parcial_1_9589442.html,Política,0,www.eldiario.es,2022-10-03
103,consumoclaro,Virus de la hepatitis en alimentos: ¿cómo llegan ahí y cómo resisten?,https://www.eldiario.es/consumoclaro/derechos-del-consumidor/virus-hepatitis-alimentos-llegan-resisten_1_9581476.html,Economía,7,www.eldiario.es,2022-10-03
104,consumoclaro,Alimentos irradiados: mitos y verdades sobre esta técnica,https://www.eldiario.es/consumoclaro/cuidarse/alimentos-irradiados-mitos-verdades-tecnica_1_9579869.html,Consumo claro,2,www.eldiario.es,2022-10-03
105,internacional,La ajustada victoria obliga a Lula a sumar aliados en la segunda vuelta,https://www.eldiario.es/internacional/victoria-estrecha-obliga-lula-sumar-aliados-segunda-vuelta-elecciones-brasil_129_9589535.html,Apertura,2,www.eldiario.es,2022-10-03
106,internacional,Las claves de la resistencia electoral de Bolsonaro,https://www.eldiario.es/internacional/claves-persistencia-electoral-bolsonaro_129_9589526.html,Apertura,3,www.eldiario.es,2022-10-03
107,internacional,Liz Truss da marcha atrás y no bajará los impuestos a los más ricos,https://www.eldiario.es/internacional/gobierno-britanico-da-marcha-no-bajara-impuestos-ricos_1_9589583.html,Apertura,7,www.eldiario.es,2022-10-03
108,catalunya,El exvicepresidente Jordi Puigneró carga contra ERC tras su cese: “No quieren que estemos en el Govern”,https://www.eldiario.es/catalunya/exvicepresidente-jordi-puignero-carga-erc-cese-no-quieren-govern_1_9589556.html,Poti,0,www.eldiario.es,2022-10-03
109,sociedad,Premio Nobel de Medicina para Svante Pääbo por sus descubrimientos sobre la evolución humana,https://www.eldiario.es/sociedad/premio-nobel-medicina-svante-paabo-descubrimientos-evolucion-humana_1_9589916.html,Poti,8,www.eldiario.es,2022-10-03
110,redaccion,elDiario.es estrena nueva app: una experiencia más personalizada y con un atractivo diseño para no perderse nada,https://www.eldiario.es/redaccion/novedades-app-eldiario-es_132_3919915.html,Poti,31,www.eldiario.es,2022-10-03
111,cultura,"Muere Sacheen Littlefeather, la activista indígena que rechazó el Oscar en nombre de Marlon Brando",https://www.eldiario.es/cultura/muere-sacheen-littlefeather-activista-derechos-indigenas-rechazo-oscar-nombre-marlon-brando_1_9589600.html,Cinturon1,0,www.eldiario.es,2022-10-03
112,sociedad,Los colaboradores de Franco en el golpe de 1936 que perderán sus títulos nobiliarios,https://www.eldiario.es/sociedad/colaboradores-franco-golpe-1936-perderan-titulos-nobiliarios_1_9581407.html,Politica,4,www.eldiario.es,2022-10-03
113,guia-ocio,"Semana de película en Madrid: Fiesta del Cine, cortos en plazas y exposición de joyas de nuestros cineastas",https://www.eldiario.es/guia-ocio/semana-pelicula-madrid-fiesta-cine-cortos-plazas-exposicion-joyas-cineastas_1_9589612.html,edicion-local,0,www.eldiario.es,2022-10-03
114,canariasahora,"El juez atribuye al expresidente del Cabildo de Lanzarote todo el catálogo de delitos de corrupción, incluida la pertenencia a organización criminal",https://www.eldiario.es/canariasahora/tribunales/juez-atribuye-expresidente-cabildo-lanzarote-catalogo-delitos-corrupcion-incluida-pertenencia-organizacion-criminal_1_9589986.html,edicion-local,11,www.eldiario.es,2022-10-03
115,andalucia,María León asegura ser “víctima de un abuso policial” y niega haber agredido a una agente,https://www.eldiario.es/andalucia/sevilla/maria-leon-niega-haber-agredido-nadie-asegura-victima-abuso-policial_1_9589953.html,home-sin-identificar,15,www.eldiario.es,2022-10-03
116,economia,"CCOO y UGT respaldan la subida salarial para los funcionarios, mientras Csif la considera “insuficiente”",https://www.eldiario.es/economia/ccoo-ugt-respaldan-subida-salarial-funcionarios-csif-considera-insuficiente_1_9590610.html,Apertura,5,www.eldiario.es,2022-10-03
117,politica,PSOE y Podemos mantienen el choque por el gasto militar a unas horas de presentar los Presupuestos,https://www.eldiario.es/politica/psoe-reitera-compromiso-subir-gasto-militar-dice-no-aceptara-centimo-horas-presentar-cuentas_1_9590537.html,Apertura,7,www.eldiario.es,2022-10-03
118,economia,"El Gobierno eleva una décima, hasta el 4,4%, la previsión de crecimiento de España en 2022",https://www.eldiario.es/economia/gobierno-eleva-decima-4-4-prevision-crecimiento-espana-2022_1_9589945.html,Apertura,10,www.eldiario.es,2022-10-03
119,sociedad,España no cierra la brecha: la mitad de los jóvenes tiene estudios superiores pero un 28% no se saca el Bachillerato ,https://www.eldiario.es/sociedad/espana-no-cierra-brecha-mitad-jovenes-estudios-superiores-28-no-titula-bachillerato_1_9589725.html,Poti,6,www.eldiario.es,2022-10-03
120,economia,La Seguridad Social aplica desde este octubre la nueva cotización por desempleo de las trabajadoras del hogar,https://www.eldiario.es/economia/seguridad-social-aplica-octubre-nueva-cotizacion-desempleo-trabajadoras-hogar_1_9589997.html,Poti,14,www.eldiario.es,2022-10-03
121,andalucia,La Asociación Pro Derechos Humanos de Andalucía alerta de “irregularidades” en la detención de María León,https://www.eldiario.es/andalucia/sevilla/apdha-alerta-irregularidades-detenciones-policiales-casos-actriz-maria-leon_1_9590046.html,Poti,24,www.eldiario.es,2022-10-03
122,catalunya,Suspendidas las convocatorias a inspector e intendente de los Mossos tras encontrar un móvil grabando una reunión del tribunal,https://www.eldiario.es/catalunya/suspendidas-convocatorias-inspector-e-intendente-mossos-encontrar-movil-grabando-reunion-tribunal_1_9590787.html,Politica,6,www.eldiario.es,2022-10-03
123,andalucia,Aparecen cientos de peces muertos en el cauce del río Guadaíra en Sevilla,https://www.eldiario.es/andalucia/sevilla/aparecen-cientos-peces-muertos-cauce-rio-guadaira-sevilla_1_9589590.html,Sociedad,7,www.eldiario.es,2022-10-03
124,economia,La actividad en la industria suma tres meses de contracción por primera vez desde el gran confinamiento de 2020,https://www.eldiario.es/economia/actividad-industria-suma-tres-meses-contraccion-primera-vez-gran-confinamiento_1_9589958.html,Economía,0,www.eldiario.es,2022-10-03
125,economia,Protesta en plena Gran Vía de Madrid por la fragilidad del derecho a la vivienda,https://www.eldiario.es/economia/protesta-plena-gran-via-madrid-fragilidad-derecho-vivienda_1_9589873.html,Economía,2,www.eldiario.es,2022-10-03
126,comunitat-valenciana,El Ayuntamiento y la Generalitat acuerdan crear una entidad pública para gestionar toda la Marina de València,https://www.eldiario.es/comunitat-valenciana/valencia/entidad-participada-ayuntamiento-generalitat-gestionara-marina-valencia_1_9590560.html,edicion-local,9,www.eldiario.es,2022-10-03
127,economia,Europa sin paneles solares chinos: la “distopía” de la que advierte el sector fotovoltaico español,https://www.eldiario.es/economia/europa-paneles-solares-chinos-distopia-advierte-sector-fotovoltaico-espanol_1_9590889.html,Poti,6,www.eldiario.es,2022-10-03
128,internacional,Crecen las críticas a la policía por el uso de gases lacrimógenos durante la avalancha en el estadio de Indonesia,https://www.eldiario.es/internacional/theguardian/crecen-criticas-policia-gases-lacrimogenos-durante-avalancha-estadio-futbol-indonesia_1_9590838.html,Potito,0,www.eldiario.es,2022-10-03
129,politica,Los delitos de odio por orientación sexual aumentaron en un 67% en 2021,https://www.eldiario.es/politica/delitos-odio-orientacion-sexual-aumentaron-67-2021_1_9591000.html,Sociedad,3,www.eldiario.es,2022-10-03
130,sociedad,"El 80% de los españoles quiere más impuestos para las actividades contaminantes, según el CIS",https://www.eldiario.es/sociedad/80-espanoles-quiere-impuestos-actividades-contaminantes-cis_1_9591026.html,Sociedad,8,www.eldiario.es,2022-10-03
131,tecnologia,EEUU multa a Kim Kardashian por hacer publicidad encubierta de criptomonedas en Instagram,https://www.eldiario.es/tecnologia/eeuu-multa-kim-kardashian-publicidad-encubierta-criptomonedas-instagram_1_9591311.html,Política,0,www.eldiario.es,2022-10-03
132,carnecruda,“Algunos turistas piensan que la naturaleza es un zoológico”,https://www.eldiario.es/carnecruda/turistas-piensan-naturaleza-zoologico_1_9591210.html,home-sin-identificar,6,www.eldiario.es,2022-10-03
133,canariasahora,A la deriva y a merced del ciclón Hermine: el testimonio del único superviviente de la última tragedia en la ruta canaria,https://www.eldiario.es/canariasahora/migraciones/deriva-merced-ciclon-hermine-testimonio-unico-superviviente-ultima-tragedia-ruta-canaria_1_9590120.html,edicion-local,11,www.eldiario.es,2022-10-03
134,sociedad,"España detecta su primer caso de gripe aviar H5N1 en un humano, el segundo en Europa",https://www.eldiario.es/sociedad/espana-detecta-primer-caso-gripe-aviar-h5n1-humano-segundo-europa_1_9591302.html,Apertura,19,www.eldiario.es,2022-10-03
135,rastreador,Ayuso dice que sus primas de Barcelona se saben las comarcas catalanas pero no los ríos españoles,https://www.eldiario.es/rastreador/ayuso-dice-primas-barcelona-comarcas-catalanas-no-rios-espanoles_132_9591603.html,Cinturon1,0,www.eldiario.es,2022-10-03
136,,Moscú declara en busca y captura a la periodista rusa que protestó contra la guerra en directo,https://www.eldiario.es/internacional/ultima-hora-invasion-rusa-ucrania-directo_6_9589504_1094286.html,Política,3,www.eldiario.es,2022-10-03
137,madrid,Dos propuestas para peatonalizar la Puerta de Alcalá,https://www.eldiario.es/madrid/somos/propuestas-peatonalizar-puerta-alcala_1_9591906.html,edicion-local,0,www.eldiario.es,2022-10-03
138,galicia,La Xunta y el Ayuntamiento de Vigo confirman su incapacidad para reunirse y salvar las relaciones institucionales,https://www.eldiario.es/galicia/xunta-ayuntamiento-vigo-confirman-incapacidad-reunirse-salvar-relaciones-institucionales_1_9591836.html,edicion-local,7,www.eldiario.es,2022-10-03
139,canariasahora,"Trabajadores de ambulancias de Las Palmas de Gran Canaria, en huelga por no disponer de descansos para comer",https://www.eldiario.es/canariasahora/sociedad/trabajadores-ambulancias-palmas-gran-canaria-huelga-no-disponer-descansos-comer_1_9591224.html,edicion-local,11,www.eldiario.es,2022-10-03
140,economia,"El Gobierno subirá el salario de los funcionarios hasta un 9,5% en tres años con el respaldo de la mayoría sindical",https://www.eldiario.es/economia/gobierno-subira-salario-funcionarios-9-5-tres-anos-respaldo-mayoria-sindical_1_9591318.html,Apertura,0,www.eldiario.es,2022-10-03
141,catalunya,El exjefe de Investigación de los Mossos denuncia que le cesaron por negarse a informar de investigaciones a políticos,https://www.eldiario.es/catalunya/exjefe-investigacion-mossos-denuncia-interior-destitucion_1_9592188.html,Poti,6,www.eldiario.es,2022-10-03
142,politica,"PP, Vox y Cs fracasan en su intento de llevar a la Eurocámara las palabras manipuladas de Irene Montero sobre educación sexual",https://www.eldiario.es/politica/pp-vox-cs-fracasan-llevar-eurocamara-palabras-manipuladas-irene-montero-educacion-sexual_1_9592227.html,Poti,12,www.eldiario.es,2022-10-03
143,cultura,El Museo Nacional Thyssen ayuda a Borja Thyssen a convertirse en coleccionista de arte,https://www.eldiario.es/cultura/arte/museo-nacional-thyssen-ayuda-borja-thyssen-convertirse-coleccionista_1_9591665.html,Potito,0,www.eldiario.es,2022-10-03
144,internacional,Ascienden a 58 las víctimas mortales en Florida por el huracán Ian mientras continúan las labores de rescate,https://www.eldiario.es/internacional/ascienden-58-victimas-mortales-florida-huracan-ian-continuan-labores-busqueda-rescate_1_9592506.html,Política,6,www.eldiario.es,2022-10-03
145,canariasahora,El ‘boom’ inmobiliario tras la pandemia multiplica el tráfico de arena en Lanzarote,https://www.eldiario.es/canariasahora/ciencia_y_medio_ambiente/boom-inmobiliario-pandemia-multiplica-trafico-arena-lanzarote_1_9582532.html,edicion-local,11,www.eldiario.es,2022-10-03
